State,Year,Month,tavg,pcp
Pennsylvania,2015,April,48.4,3.86
Pennsylvania,2015,March,31.6,3.19
Pennsylvania,2015,February,16.1,1.52
Pennsylvania,2015,January,22.5,2.44
Pennsylvania,2014,December,34.0,2.96
Pennsylvania,2014,November,36.7,2.44
Pennsylvania,2014,October,53.0,3.73
Pennsylvania,2014,September,62.5,1.88
Pennsylvania,2014,August,66.9,4.28
Pennsylvania,2014,July,69.1,4.53
Pennsylvania,2014,June,67.6,5.31
Pennsylvania,2014,May,59.0,5.29
Pennsylvania,2014,April,47.7,3.85
Pennsylvania,2014,March,30.3,2.6
Pennsylvania,2014,February,22.8,3.24
Pennsylvania,2014,January,19.6,2.32
Pennsylvania,2013,December,30.8,3.99
Pennsylvania,2013,November,37.4,3.42
Pennsylvania,2013,October,53.4,3.65
Pennsylvania,2013,September,61.0,2.37
Pennsylvania,2013,August,67.6,3.85
Pennsylvania,2013,July,72.7,5.09
Pennsylvania,2013,June,67.4,6.11
Pennsylvania,2013,May,58.9,3.23
Pennsylvania,2013,April,48.7,3.02
Pennsylvania,2013,March,33.8,2.14
Pennsylvania,2013,February,27.4,1.98
Pennsylvania,2013,January,29.0,2.97
Pennsylvania,2012,December,35.8,5.24
Pennsylvania,2012,November,37.8,1.01
Pennsylvania,2012,October,52.2,5.58
Pennsylvania,2012,September,62.0,5.11
Pennsylvania,2012,August,69.8,3.52
Pennsylvania,2012,July,74.1,4.73
Pennsylvania,2012,June,66.5,3.3
Pennsylvania,2012,May,63.7,5.1
Pennsylvania,2012,April,47.7,2.15
Pennsylvania,2012,March,47.7,2.89
Pennsylvania,2012,February,34.3,1.5
Pennsylvania,2012,January,30.0,3.36
Pennsylvania,2011,December,35.3,3.78
Pennsylvania,2011,November,44.9,3.94
Pennsylvania,2011,October,50.8,4.96
Pennsylvania,2011,September,64.4,10.1
Pennsylvania,2011,August,69.4,6.88
Pennsylvania,2011,July,74.3,2.98
Pennsylvania,2011,June,68.0,3.18
Pennsylvania,2011,May,61.0,5.7
Pennsylvania,2011,April,49.7,8.06
Pennsylvania,2011,March,36.3,5.79
Pennsylvania,2011,February,28.6,3.73
Pennsylvania,2011,January,22.5,1.9
Pennsylvania,2010,December,25.4,3.44
Pennsylvania,2010,November,40.8,3.29
Pennsylvania,2010,October,51.4,5.15
Pennsylvania,2010,September,63.6,3.41
Pennsylvania,2010,August,70.8,3.11
Pennsylvania,2010,July,73.3,4.64
Pennsylvania,2010,June,69.3,3.63
Pennsylvania,2010,May,60.5,4.02
Pennsylvania,2010,April,52.4,2.31
Pennsylvania,2010,March,42.0,3.57
Pennsylvania,2010,February,25.8,2.66
Pennsylvania,2010,January,25.7,3.08
Pennsylvania,2009,December,28.9,4.39
Pennsylvania,2009,November,44.8,1.61
Pennsylvania,2009,October,48.6,4.77
Pennsylvania,2009,September,61.4,2.78
Pennsylvania,2009,August,70.0,4.98
Pennsylvania,2009,July,66.8,4.97
Pennsylvania,2009,June,65.0,4.91
Pennsylvania,2009,May,58.3,5.02
Pennsylvania,2009,April,49.1,3.25
Pennsylvania,2009,March,38.2,2.11
Pennsylvania,2009,February,29.6,1.3
Pennsylvania,2009,January,20.5,2.68
Pennsylvania,2018,December,33.5,4.26
Pennsylvania,2018,November,36.7,6.06
Pennsylvania,2018,October,52.3,4.28
Pennsylvania,2018,September,66.7,8.88
Pennsylvania,2018,August,72.1,6.26
Pennsylvania,2018,July,71.6,7.53
Pennsylvania,2018,June,66.6,5.32
Pennsylvania,2018,May,64.0,5.48
Pennsylvania,2018,April,43.2,4.17
Pennsylvania,2018,March,33.0,3.12
Pennsylvania,2018,February,34.3,5.4
Pennsylvania,2018,January,23.1,3.28
Pennsylvania,2017,December,28.0,1.7
Pennsylvania,2017,November,39.2,2.89
Pennsylvania,2017,October,56.2,5.09
Pennsylvania,2017,September,63.8,2.06
Pennsylvania,2017,August,67.4,3.84
Pennsylvania,2017,July,71.4,6.14
Pennsylvania,2017,June,66.8,4.62
Pennsylvania,2017,May,57.1,5.95
Pennsylvania,2017,April,53.7,4.32
Pennsylvania,2017,March,35.3,3.98
Pennsylvania,2017,February,36.6,2.2
Pennsylvania,2017,January,31.8,3.82
Pennsylvania,2016,December,31.2,3.62
Pennsylvania,2016,November,42.6,1.49
Pennsylvania,2016,October,53.6,4.31
Pennsylvania,2016,September,66.2,3.55
Pennsylvania,2016,August,73.4,4.09
Pennsylvania,2016,July,73.0,3.79
Pennsylvania,2016,June,67.4,3.35
Pennsylvania,2016,May,57.4,3.88
Pennsylvania,2016,April,47.0,2.63
Pennsylvania,2016,March,43.3,1.96
Pennsylvania,2016,February,30.7,3.94
Pennsylvania,2016,January,25.4,2.39
Pennsylvania,2015,December,42.3,4.1
Pennsylvania,2015,November,45.5,2.06
Pennsylvania,2015,October,50.7,3.78
Pennsylvania,2015,September,66.6,4.32
Pennsylvania,2015,August,68.9,2.57
Pennsylvania,2015,July,70.4,4.33
Pennsylvania,2015,June,67.1,8.36
Pennsylvania,2015,May,63.4,2.57
Pennsylvania,2015,April,48.4,3.86
Pennsylvania,2015,March,31.6,3.19
Pennsylvania,2015,February,16.1,1.52
Pennsylvania,2015,January,22.5,2.44
Pennsylvania,2014,December,34.0,2.96
Pennsylvania,2014,November,36.7,2.44
Pennsylvania,2014,October,53.0,3.73
Pennsylvania,2014,September,62.5,1.88
Pennsylvania,2014,August,66.9,4.28
Pennsylvania,2014,July,69.1,4.53
Pennsylvania,2014,June,67.6,5.31
Pennsylvania,2014,May,59.0,5.29
Pennsylvania,2014,April,47.7,3.85
Pennsylvania,2014,March,30.3,2.6
Pennsylvania,2014,February,22.8,3.24
Pennsylvania,2014,January,19.6,2.32
Pennsylvania,2013,December,30.8,3.99
Pennsylvania,2013,November,37.4,3.42
Pennsylvania,2013,October,53.4,3.65
Pennsylvania,2013,September,61.0,2.37
Pennsylvania,2013,August,67.6,3.85
Pennsylvania,2013,July,72.7,5.09
Pennsylvania,2013,June,67.4,6.11
Pennsylvania,2013,May,58.9,3.23
Pennsylvania,2013,April,48.7,3.02
Pennsylvania,2013,March,33.8,2.14
Pennsylvania,2013,February,27.4,1.98
Pennsylvania,2013,January,29.0,2.97
Pennsylvania,2012,December,35.8,5.24
Pennsylvania,2012,November,37.8,1.01
Pennsylvania,2012,October,52.2,5.58
Pennsylvania,2012,September,62.0,5.11
Pennsylvania,2012,August,69.8,3.52
Pennsylvania,2012,July,74.1,4.73
Pennsylvania,2012,June,66.5,3.3
Pennsylvania,2012,May,63.7,5.1
Pennsylvania,2012,April,47.7,2.15
Pennsylvania,2012,March,47.7,2.89
Pennsylvania,2012,February,34.3,1.5
Pennsylvania,2012,January,30.0,3.36
Pennsylvania,2011,December,35.3,3.78
Pennsylvania,2011,November,44.9,3.94
Pennsylvania,2011,October,50.8,4.96
Pennsylvania,2011,September,64.4,10.1
Pennsylvania,2011,August,69.4,6.88
Pennsylvania,2011,July,74.3,2.98
Pennsylvania,2011,June,68.0,3.18
Pennsylvania,2011,May,61.0,5.7
Pennsylvania,2011,April,49.7,8.06
Pennsylvania,2011,March,36.3,5.79
Pennsylvania,2011,February,28.6,3.73
Pennsylvania,2011,January,22.5,1.9
Pennsylvania,2010,December,25.4,3.44
Pennsylvania,2010,November,40.8,3.29
Pennsylvania,2010,October,51.4,5.15
Pennsylvania,2010,September,63.6,3.41
Pennsylvania,2010,August,70.8,3.11
Pennsylvania,2010,July,73.3,4.64
Pennsylvania,2010,June,69.3,3.63
Pennsylvania,2010,May,60.5,4.02
Pennsylvania,2010,April,52.4,2.31
Pennsylvania,2010,March,42.0,3.57
Pennsylvania,2010,February,25.8,2.66
Pennsylvania,2010,January,25.7,3.08
Pennsylvania,2009,December,28.9,4.39
Pennsylvania,2009,November,44.8,1.61
Pennsylvania,2009,October,48.6,4.77
Pennsylvania,2009,September,61.4,2.78
Pennsylvania,2009,August,70.0,4.98
Pennsylvania,2009,July,66.8,4.97
Pennsylvania,2009,June,65.0,4.91
Pennsylvania,2009,May,58.3,5.02
Pennsylvania,2009,April,49.1,3.25
Pennsylvania,2009,March,38.2,2.11
Pennsylvania,2009,February,29.6,1.3
Pennsylvania,2009,January,20.5,2.68
Rhode Island,2018,December,35.3,4.66
Rhode Island,2018,November,41.0,9.6
Rhode Island,2018,October,52.7,6.56
Rhode Island,2018,September,66.5,7.91
Rhode Island,2018,August,75.1,4.54
Rhode Island,2018,July,73.8,2.51
Rhode Island,2018,June,65.9,2.7
Rhode Island,2018,May,61.4,2.33
Rhode Island,2018,April,44.4,5.4
Rhode Island,2018,March,37.3,5.5
Rhode Island,2018,February,37.7,5.68
Rhode Island,2018,January,27.6,5.79
Rhode Island,2017,December,30.1,2.78
Rhode Island,2017,November,43.1,2.75
Rhode Island,2017,October,59.6,7.41
Rhode Island,2017,September,66.4,3.16
Rhode Island,2017,August,69.8,1.89
Rhode Island,2017,July,71.1,3.6
Rhode Island,2017,June,66.8,3.75
Rhode Island,2017,May,56.5,6.33
Rhode Island,2017,April,51.5,6.56
Rhode Island,2017,March,34.1,3.72
Rhode Island,2017,February,35.2,2.32
Rhode Island,2017,January,34.2,4.84
Rhode Island,2016,December,34.2,3.53
Rhode Island,2016,November,45.2,3.21
Rhode Island,2016,October,54.7,6.32
Rhode Island,2016,September,66.4,2.75
Rhode Island,2016,August,73.9,2.85
Rhode Island,2016,July,73.8,2.6
Rhode Island,2016,June,66.9,1.44
Rhode Island,2016,May,57.9,3.45
Rhode Island,2016,April,46.2,3.99
Rhode Island,2016,March,42.9,2.66
Rhode Island,2016,February,33.1,5.26
Rhode Island,2016,January,31.3,3.2
Rhode Island,2015,December,45.3,5.22
Rhode Island,2015,November,47.1,2.59
Rhode Island,2015,October,52.4,4.02
Rhode Island,2015,September,67.6,4.0
Rhode Island,2015,August,72.6,2.53
Rhode Island,2015,July,72.3,3.12
Rhode Island,2015,June,64.5,5.34
Rhode Island,2015,May,61.2,1.03
Rhode Island,2015,April,47.2,2.5
Rhode Island,2015,March,31.8,4.15
Rhode Island,2015,February,17.7,2.67
Rhode Island,2015,January,25.5,3.71
Rhode Island,2014,December,37.4,6.01
Rhode Island,2014,November,41.4,5.14
Rhode Island,2014,October,55.3,4.44
Rhode Island,2014,September,64.4,0.86
Rhode Island,2014,August,68.6,2.54
Rhode Island,2014,July,72.3,4.67
Rhode Island,2014,June,66.4,2.31
Rhode Island,2014,May,58.0,3.25
Rhode Island,2014,April,47.0,4.57
Rhode Island,2014,March,32.8,5.91
Rhode Island,2014,February,27.2,4.23
Rhode Island,2014,January,26.1,3.31
Rhode Island,2013,December,33.0,4.21
Rhode Island,2013,November,41.3,3.98
Rhode Island,2013,October,54.0,0.89
Rhode Island,2013,September,62.1,3.18
Rhode Island,2013,August,69.1,3.32
Rhode Island,2013,July,76.4,2.88
Rhode Island,2013,June,68.0,10.19
Rhode Island,2013,May,58.5,3.58
Rhode Island,2013,April,47.7,1.8
Rhode Island,2013,March,37.1,2.49
Rhode Island,2013,February,30.2,4.79
Rhode Island,2013,January,30.4,1.86
Rhode Island,2012,December,37.6,5.82
Rhode Island,2012,November,41.0,0.99
Rhode Island,2012,October,55.4,3.93
Rhode Island,2012,September,63.3,4.53
Rhode Island,2012,August,72.5,4.17
Rhode Island,2012,July,73.6,3.78
Rhode Island,2012,June,65.7,4.23
Rhode Island,2012,May,60.6,4.58
Rhode Island,2012,April,50.1,3.22
Rhode Island,2012,March,45.5,1.41
Rhode Island,2012,February,35.7,1.17
Rhode Island,2012,January,33.5,3.3
Rhode Island,2011,December,39.0,3.99
Rhode Island,2011,November,47.8,4.52
Rhode Island,2011,October,54.9,7.47
Rhode Island,2011,September,66.5,6.36
Rhode Island,2011,August,71.3,8.16
Rhode Island,2011,July,73.8,2.73
Rhode Island,2011,June,66.2,4.41
Rhode Island,2011,May,58.9,3.4
Rhode Island,2011,April,49.1,5.35
Rhode Island,2011,March,38.0,2.52
Rhode Island,2011,February,28.8,4.56
Rhode Island,2011,January,25.2,4.06
Rhode Island,2010,December,30.3,4.2
Rhode Island,2010,November,43.3,3.67
Rhode Island,2010,October,53.5,4.36
Rhode Island,2010,September,65.5,2.94
Rhode Island,2010,August,70.8,3.2
Rhode Island,2010,July,75.0,3.7
Rhode Island,2010,June,68.9,3.77
Rhode Island,2010,May,60.9,2.73
Rhode Island,2010,April,52.0,1.95
Rhode Island,2010,March,43.6,14.75
Rhode Island,2010,February,31.4,4.76
Rhode Island,2010,January,28.4,3.29
Rhode Island,2009,December,32.1,6.03
Rhode Island,2009,November,47.8,3.58
Rhode Island,2009,October,50.8,6.77
Rhode Island,2009,September,61.7,2.22
Rhode Island,2009,August,72.7,3.08
Rhode Island,2009,July,69.1,10.32
Rhode Island,2009,June,63.4,4.53
Rhode Island,2009,May,57.7,3.44
Rhode Island,2009,April,49.4,5.55
Rhode Island,2009,March,37.2,2.73
Rhode Island,2009,February,32.0,1.96
Rhode Island,2009,January,23.4,3.81
Rhode Island,2018,December,35.3,4.66
Rhode Island,2018,November,41.0,9.6
Rhode Island,2018,October,52.7,6.56
Rhode Island,2018,September,66.5,7.91
Rhode Island,2018,August,75.1,4.54
Rhode Island,2018,July,73.8,2.51
Rhode Island,2018,June,65.9,2.7
Rhode Island,2018,May,61.4,2.33
Rhode Island,2018,April,44.4,5.4
Rhode Island,2018,March,37.3,5.5
Rhode Island,2018,February,37.7,5.68
Rhode Island,2018,January,27.6,5.79
Rhode Island,2017,December,30.1,2.78
Rhode Island,2017,November,43.1,2.75
Rhode Island,2017,October,59.6,7.41
Rhode Island,2017,September,66.4,3.16
Rhode Island,2017,August,69.8,1.89
Rhode Island,2017,July,71.1,3.6
Rhode Island,2017,June,66.8,3.75
Rhode Island,2017,May,56.5,6.33
Rhode Island,2017,April,51.5,6.56
Rhode Island,2017,March,34.1,3.72
Rhode Island,2017,February,35.2,2.32
Rhode Island,2017,January,34.2,4.84
Rhode Island,2016,December,34.2,3.53
Rhode Island,2016,November,45.2,3.21
Rhode Island,2016,October,54.7,6.32
Rhode Island,2016,September,66.4,2.75
Rhode Island,2016,August,73.9,2.85
Rhode Island,2016,July,73.8,2.6
Rhode Island,2016,June,66.9,1.44
Rhode Island,2016,May,57.9,3.45
Rhode Island,2016,April,46.2,3.99
Rhode Island,2016,March,42.9,2.66
Rhode Island,2016,February,33.1,5.26
Rhode Island,2016,January,31.3,3.2
Rhode Island,2015,December,45.3,5.22
Rhode Island,2015,November,47.1,2.59
Rhode Island,2015,October,52.4,4.02
Rhode Island,2015,September,67.6,4.0
Rhode Island,2015,August,72.6,2.53
Rhode Island,2015,July,72.3,3.12
Rhode Island,2015,June,64.5,5.34
Rhode Island,2015,May,61.2,1.03
Rhode Island,2015,April,47.2,2.5
Rhode Island,2015,March,31.8,4.15
Rhode Island,2015,February,17.7,2.67
Rhode Island,2015,January,25.5,3.71
Rhode Island,2014,December,37.4,6.01
Rhode Island,2014,November,41.4,5.14
Rhode Island,2014,October,55.3,4.44
Rhode Island,2014,September,64.4,0.86
Rhode Island,2014,August,68.6,2.54
Rhode Island,2014,July,72.3,4.67
Rhode Island,2014,June,66.4,2.31
Rhode Island,2014,May,58.0,3.25
Rhode Island,2014,April,47.0,4.57
Rhode Island,2014,March,32.8,5.91
Rhode Island,2014,February,27.2,4.23
Rhode Island,2014,January,26.1,3.31
Rhode Island,2013,December,33.0,4.21
Rhode Island,2013,November,41.3,3.98
Rhode Island,2013,October,54.0,0.89
Rhode Island,2013,September,62.1,3.18
Rhode Island,2013,August,69.1,3.32
Rhode Island,2013,July,76.4,2.88
Rhode Island,2013,June,68.0,10.19
Rhode Island,2013,May,58.5,3.58
Rhode Island,2013,April,47.7,1.8
Rhode Island,2013,March,37.1,2.49
Rhode Island,2013,February,30.2,4.79
Rhode Island,2013,January,30.4,1.86
Rhode Island,2012,December,37.6,5.82
Rhode Island,2012,November,41.0,0.99
Rhode Island,2012,October,55.4,3.93
Rhode Island,2012,September,63.3,4.53
Rhode Island,2012,August,72.5,4.17
Rhode Island,2012,July,73.6,3.78
Rhode Island,2012,June,65.7,4.23
Rhode Island,2012,May,60.6,4.58
Rhode Island,2012,April,50.1,3.22
Rhode Island,2012,March,45.5,1.41
Rhode Island,2012,February,35.7,1.17
Rhode Island,2012,January,33.5,3.3
Rhode Island,2011,December,39.0,3.99
Rhode Island,2011,November,47.8,4.52
Rhode Island,2011,October,54.9,7.47
Rhode Island,2011,September,66.5,6.36
Rhode Island,2011,August,71.3,8.16
Rhode Island,2011,July,73.8,2.73
Rhode Island,2011,June,66.2,4.41
Rhode Island,2011,May,58.9,3.4
Rhode Island,2011,April,49.1,5.35
Rhode Island,2011,March,38.0,2.52
Rhode Island,2011,February,28.8,4.56
Rhode Island,2011,January,25.2,4.06
Rhode Island,2010,December,30.3,4.2
Rhode Island,2010,November,43.3,3.67
Rhode Island,2010,October,53.5,4.36
Rhode Island,2010,September,65.5,2.94
Rhode Island,2010,August,70.8,3.2
Rhode Island,2010,July,75.0,3.7
Rhode Island,2010,June,68.9,3.77
Rhode Island,2010,May,60.9,2.73
Rhode Island,2010,April,52.0,1.95
Rhode Island,2010,March,43.6,14.75
Rhode Island,2010,February,31.4,4.76
Rhode Island,2010,January,28.4,3.29
Rhode Island,2009,December,32.1,6.03
Rhode Island,2009,November,47.8,3.58
Rhode Island,2009,October,50.8,6.77
Rhode Island,2009,September,61.7,2.22
Rhode Island,2009,August,72.7,3.08
Rhode Island,2009,July,69.1,10.32
Rhode Island,2009,June,63.4,4.53
Rhode Island,2009,May,57.7,3.44
Rhode Island,2009,April,49.4,5.55
Rhode Island,2009,March,37.2,2.73
Rhode Island,2009,February,32.0,1.96
Rhode Island,2009,January,23.4,3.81
South Carolina,2018,December,48.6,7.98
South Carolina,2018,November,51.9,5.72
South Carolina,2018,October,66.9,4.61
South Carolina,2018,September,79.4,6.13
South Carolina,2018,August,80.0,4.27
South Carolina,2018,July,80.2,6.03
South Carolina,2018,June,80.2,3.72
South Carolina,2018,May,73.8,6.19
South Carolina,2018,April,60.0,4.49
South Carolina,2018,March,52.0,3.11
South Carolina,2018,February,57.4,2.23
South Carolina,2018,January,40.6,2.82
South Carolina,2017,December,47.8,3.56
South Carolina,2017,November,54.3,1.19
South Carolina,2017,October,66.2,3.25
South Carolina,2017,September,74.3,4.83
South Carolina,2017,August,79.4,4.55
South Carolina,2017,July,81.0,5.5
South Carolina,2017,June,76.9,4.43
South Carolina,2017,May,71.5,5.15
South Carolina,2017,April,67.0,5.51
South Carolina,2017,March,55.5,2.34
South Carolina,2017,February,55.5,1.38
South Carolina,2017,January,51.4,4.88
South Carolina,2016,December,49.0,3.97
South Carolina,2016,November,55.6,0.99
South Carolina,2016,October,66.4,5.55
South Carolina,2016,September,77.1,6.83
South Carolina,2016,August,81.9,3.84
South Carolina,2016,July,83.7,3.78
South Carolina,2016,June,79.8,3.61
South Carolina,2016,May,70.1,5.58
South Carolina,2016,April,63.1,2.4
South Carolina,2016,March,60.6,2.21
South Carolina,2016,February,48.0,4.66
South Carolina,2016,January,43.0,2.83
South Carolina,2015,December,58.5,6.7
South Carolina,2015,November,58.0,7.24
South Carolina,2015,October,63.3,12.17
South Carolina,2015,September,74.3,4.35
South Carolina,2015,August,79.5,5.71
South Carolina,2015,July,82.2,3.47
South Carolina,2015,June,80.5,4.12
South Carolina,2015,May,71.6,1.63
South Carolina,2015,April,64.8,4.47
South Carolina,2015,March,56.4,3.18
South Carolina,2015,February,41.0,4.06
South Carolina,2015,January,43.8,3.56
South Carolina,2014,December,49.2,3.94
South Carolina,2014,November,49.3,4.44
South Carolina,2014,October,65.0,1.81
South Carolina,2014,September,74.3,5.47
South Carolina,2014,August,78.3,4.31
South Carolina,2014,July,79.2,4.62
South Carolina,2014,June,78.4,3.43
South Carolina,2014,May,71.7,3.97
South Carolina,2014,April,63.3,4.24
South Carolina,2014,March,50.0,4.34
South Carolina,2014,February,48.2,3.31
South Carolina,2014,January,39.7,3.15
South Carolina,2013,December,49.9,5.26
South Carolina,2013,November,51.5,3.16
South Carolina,2013,October,64.2,1.16
South Carolina,2013,September,73.5,2.04
South Carolina,2013,August,77.4,6.4
South Carolina,2013,July,78.8,10.38
South Carolina,2013,June,77.4,7.7
South Carolina,2013,May,67.9,3.56
South Carolina,2013,April,62.1,4.7
South Carolina,2013,March,48.4,3.35
South Carolina,2013,February,46.6,6.2
South Carolina,2013,January,50.2,2.48
South Carolina,2012,December,51.5,4.54
South Carolina,2012,November,50.7,1.46
South Carolina,2012,October,63.7,1.77
South Carolina,2012,September,73.6,2.54
South Carolina,2012,August,78.0,7.45
South Carolina,2012,July,82.8,5.51
South Carolina,2012,June,74.8,4.17
South Carolina,2012,May,72.7,5.72
South Carolina,2012,April,64.2,2.55
South Carolina,2012,March,63.2,3.64
South Carolina,2012,February,50.6,2.23
South Carolina,2012,January,48.3,2.19
South Carolina,2011,December,50.7,1.95
South Carolina,2011,November,55.3,2.85
South Carolina,2011,October,61.0,2.25
South Carolina,2011,September,74.1,4.27
South Carolina,2011,August,81.4,4.27
South Carolina,2011,July,82.8,3.89
South Carolina,2011,June,80.8,2.62
South Carolina,2011,May,71.3,2.95
South Carolina,2011,April,65.0,2.87
South Carolina,2011,March,55.8,5.02
South Carolina,2011,February,50.4,3.4
South Carolina,2011,January,40.6,1.87
South Carolina,2010,December,38.3,1.99
South Carolina,2010,November,54.0,1.23
South Carolina,2010,October,64.4,1.47
South Carolina,2010,September,76.6,4.91
South Carolina,2010,August,81.6,5.96
South Carolina,2010,July,82.3,4.86
South Carolina,2010,June,81.8,4.51
South Carolina,2010,May,73.2,3.6
South Carolina,2010,April,64.5,1.34
South Carolina,2010,March,52.2,3.06
South Carolina,2010,February,41.2,3.34
South Carolina,2010,January,40.7,4.92
South Carolina,2009,December,44.9,8.05
South Carolina,2009,November,55.5,4.63
South Carolina,2009,October,62.2,4.79
South Carolina,2009,September,73.8,2.91
South Carolina,2009,August,80.0,3.65
South Carolina,2009,July,78.9,4.25
South Carolina,2009,June,79.1,4.04
South Carolina,2009,May,70.9,5.68
South Carolina,2009,April,61.7,3.4
South Carolina,2009,March,54.1,5.11
South Carolina,2009,February,46.8,2.0
South Carolina,2009,January,44.2,2.05
South Carolina,2018,December,48.6,7.98
South Carolina,2018,November,51.9,5.72
South Carolina,2018,October,66.9,4.61
South Carolina,2018,September,79.4,6.13
South Carolina,2018,August,80.0,4.27
South Carolina,2018,July,80.2,6.03
South Carolina,2018,June,80.2,3.72
South Carolina,2018,May,73.8,6.19
South Carolina,2018,April,60.0,4.49
South Carolina,2018,March,52.0,3.11
South Carolina,2018,February,57.4,2.23
South Carolina,2018,January,40.6,2.82
South Carolina,2017,December,47.8,3.56
South Carolina,2017,November,54.3,1.19
South Carolina,2017,October,66.2,3.25
South Carolina,2017,September,74.3,4.83
South Carolina,2017,August,79.4,4.55
South Carolina,2017,July,81.0,5.5
South Carolina,2017,June,76.9,4.43
South Carolina,2017,May,71.5,5.15
South Carolina,2017,April,67.0,5.51
South Carolina,2017,March,55.5,2.34
South Carolina,2017,February,55.5,1.38
South Carolina,2017,January,51.4,4.88
South Carolina,2016,December,49.0,3.97
South Carolina,2016,November,55.6,0.99
South Carolina,2016,October,66.4,5.55
South Carolina,2016,September,77.1,6.83
South Carolina,2016,August,81.9,3.84
South Carolina,2016,July,83.7,3.78
South Carolina,2016,June,79.8,3.61
South Carolina,2016,May,70.1,5.58
South Carolina,2016,April,63.1,2.4
South Carolina,2016,March,60.6,2.21
South Carolina,2016,February,48.0,4.66
South Carolina,2016,January,43.0,2.83
South Carolina,2015,December,58.5,6.7
South Carolina,2015,November,58.0,7.24
South Carolina,2015,October,63.3,12.17
South Carolina,2015,September,74.3,4.35
South Carolina,2015,August,79.5,5.71
South Carolina,2015,July,82.2,3.47
South Carolina,2015,June,80.5,4.12
South Carolina,2015,May,71.6,1.63
South Carolina,2015,April,64.8,4.47
South Carolina,2015,March,56.4,3.18
South Carolina,2015,February,41.0,4.06
South Carolina,2015,January,43.8,3.56
South Carolina,2014,December,49.2,3.94
South Carolina,2014,November,49.3,4.44
South Carolina,2014,October,65.0,1.81
South Carolina,2014,September,74.3,5.47
South Carolina,2014,August,78.3,4.31
South Carolina,2014,July,79.2,4.62
South Carolina,2014,June,78.4,3.43
South Carolina,2014,May,71.7,3.97
South Carolina,2014,April,63.3,4.24
South Carolina,2014,March,50.0,4.34
South Carolina,2014,February,48.2,3.31
South Carolina,2014,January,39.7,3.15
South Carolina,2013,December,49.9,5.26
South Carolina,2013,November,51.5,3.16
South Carolina,2013,October,64.2,1.16
South Carolina,2013,September,73.5,2.04
South Carolina,2013,August,77.4,6.4
South Carolina,2013,July,78.8,10.38
South Carolina,2013,June,77.4,7.7
South Carolina,2013,May,67.9,3.56
South Carolina,2013,April,62.1,4.7
South Carolina,2013,March,48.4,3.35
South Carolina,2013,February,46.6,6.2
South Carolina,2013,January,50.2,2.48
South Carolina,2012,December,51.5,4.54
South Carolina,2012,November,50.7,1.46
South Carolina,2012,October,63.7,1.77
South Carolina,2012,September,73.6,2.54
South Carolina,2012,August,78.0,7.45
South Carolina,2012,July,82.8,5.51
South Carolina,2012,June,74.8,4.17
South Carolina,2012,May,72.7,5.72
South Carolina,2012,April,64.2,2.55
South Carolina,2012,March,63.2,3.64
South Carolina,2012,February,50.6,2.23
South Carolina,2012,January,48.3,2.19
South Carolina,2011,December,50.7,1.95
South Carolina,2011,November,55.3,2.85
South Carolina,2011,October,61.0,2.25
South Carolina,2011,September,74.1,4.27
South Carolina,2011,August,81.4,4.27
South Carolina,2011,July,82.8,3.89
South Carolina,2011,June,80.8,2.62
South Carolina,2011,May,71.3,2.95
South Carolina,2011,April,65.0,2.87
South Carolina,2011,March,55.8,5.02
South Carolina,2011,February,50.4,3.4
South Carolina,2011,January,40.6,1.87
South Carolina,2010,December,38.3,1.99
South Carolina,2010,November,54.0,1.23
South Carolina,2010,October,64.4,1.47
South Carolina,2010,September,76.6,4.91
South Carolina,2010,August,81.6,5.96
South Carolina,2010,July,82.3,4.86
South Carolina,2010,June,81.8,4.51
South Carolina,2010,May,73.2,3.6
South Carolina,2010,April,64.5,1.34
South Carolina,2010,March,52.2,3.06
South Carolina,2010,February,41.2,3.34
South Carolina,2010,January,40.7,4.92
South Carolina,2009,December,44.9,8.05
South Carolina,2009,November,55.5,4.63
South Carolina,2009,October,62.2,4.79
South Carolina,2009,September,73.8,2.91
South Carolina,2009,August,80.0,3.65
South Carolina,2009,July,78.9,4.25
South Carolina,2009,June,79.1,4.04
South Carolina,2009,May,70.9,5.68
South Carolina,2009,April,61.7,3.4
South Carolina,2009,March,54.1,5.11
South Carolina,2009,February,46.8,2.0
South Carolina,2009,January,44.2,2.05
South Dakota,2018,December,25.3,0.97
South Dakota,2018,November,29.3,0.73
South Dakota,2018,October,43.2,1.7
South Dakota,2018,September,61.5,2.55
South Dakota,2018,August,69.9,1.94
South Dakota,2018,July,72.2,3.4
South Dakota,2018,June,69.3,4.78
South Dakota,2018,May,62.1,2.71
South Dakota,2018,April,36.7,1.7
South Dakota,2018,March,30.4,1.53
South Dakota,2018,February,11.6,0.94
South Dakota,2018,January,18.1,0.3
South Dakota,2017,December,21.7,0.42
South Dakota,2017,November,34.7,0.23
South Dakota,2017,October,48.0,1.24
South Dakota,2017,September,61.8,2.49
South Dakota,2017,August,67.4,3.17
South Dakota,2017,July,76.0,2.12
South Dakota,2017,June,68.1,2.19
South Dakota,2017,May,56.0,2.12
South Dakota,2017,April,46.1,1.94
South Dakota,2017,March,35.5,0.66
South Dakota,2017,February,29.4,0.37
South Dakota,2017,January,16.5,0.68
South Dakota,2016,December,15.4,1.25
South Dakota,2016,November,42.0,0.91
